x,nm,E_exc_eV,photon_eV,tpa_nm,sigma_GM
483.910186936,nm,5.12426486486,2.56213243243,483.910186936,3.9210444079
483.450444707,nm,5.12913783784,2.56456891892,483.450444707,3.965724728
482.991575211,nm,5.13401081081,2.56700540541,482.991575211,4.01865266064
482.533575966,nm,5.13888378378,2.56944189189,482.533575966,4.07965342974
482.076444499,nm,5.14375675676,2.57187837838,482.076444499,4.14847593032
481.620178345,nm,5.14862972973,2.57431486486,481.620178345,4.2247798243
481.16477505,nm,5.1535027027,2.57675135135,481.16477505,4.30812145792
480.710232168,nm,5.15837567568,2.57918783784,480.710232168,4.39793966071
480.256547264,nm,5.16324864865,2.58162432432,480.256547264,4.49354282995
479.80371791,nm,5.16812162162,2.58406081081,479.80371791,4.5940990558
479.351741688,nm,5.17299459459,2.5864972973,479.351741688,4.69863133984
478.900616191,nm,5.17786756757,2.58893378378,478.900616191,4.80602011307
478.450339018,nm,5.18274054054,2.59137027027,478.450339018,4.91501515992
478.000907779,nm,5.18761351351,2.59380675676,478.000907779,5.0242585873
477.552320091,nm,5.19248648649,2.59624324324,477.552320091,5.13231955923
477.104573583,nm,5.19735945946,2.59867972973,477.104573583,5.23774013191
476.657665891,nm,5.20223243243,2.60111621622,476.657665891,5.33908977274
476.211594659,nm,5.20710540541,2.6035527027,476.211594659,5.43502426857
475.766357541,nm,5.21197837838,2.60598918919,475.766357541,5.52434309288
475.3219522,nm,5.21685135135,2.60842567568,475.3219522,5.6060383426
474.878376308,nm,5.22172432432,2.61086216216,474.878376308,5.67932845745
474.435627544,nm,5.2265972973,2.61329864865,474.435627544,5.74367130321
473.993703597,nm,5.23147027027,2.61573513514,473.993703597,5.79875375718
473.552602164,nm,5.23634324324,2.61817162162,473.552602164,5.84445829423
473.112320952,nm,5.24121621622,2.62060810811,473.112320952,5.88081062357
472.672857673,nm,5.24608918919,2.62304459459,472.672857673,5.90791548502
472.234210052,nm,5.25096216216,2.62548108108,472.234210052,5.92588970149
471.79637582,nm,5.25583513514,2.62791756757,471.79637582,5.93480215971
471.359352716,nm,5.26070810811,2.63035405405,471.359352716,5.93462949564
470.923138488,nm,5.26558108108,2.63279054054,470.923138488,5.92523408105
470.487730892,nm,5.27045405405,2.63522702703,470.487730892,5.90636779401
470.053127694,nm,5.27532702703,2.63766351351,470.053127694,5.87770144785
469.619326666,nm,5.2802,2.6401,469.619326666,5.83887612327
469.18632559,nm,5.28507297297,2.64253648649,469.18632559,5.78956948494
468.754122254,nm,5.28994594595,2.64497297297,468.754122254,5.72956793109
468.322714457,nm,5.29481891892,2.64740945946,468.322714457,5.65883451238
467.892100003,nm,5.29969189189,2.64984594595,467.892100003,5.57756317967
467.462276706,nm,5.30456486486,2.65228243243,467.462276706,5.48621203331
467.033242388,nm,5.30943783784,2.65471891892,467.033242388,5.38551149474
466.604994879,nm,5.31431081081,2.65715540541,466.604994879,5.27644709184
466.177532016,nm,5.31918378378,2.65959189189,466.177532016,5.16022011179
465.750851645,nm,5.32405675676,2.66202837838,465.750851645,5.03819207485
465.324951618,nm,5.32892972973,2.66446486486,465.324951618,4.9118204089
464.899829798,nm,5.3338027027,2.66690135135,464.899829798,4.78259277521
464.475484053,nm,5.33867567568,2.66933783784,464.475484053,4.6519664342
464.051912261,nm,5.34354864865,2.67177432432,464.051912261,4.52131725982
463.629112305,nm,5.34842162162,2.67421081081,463.629112305,4.3919009795
463.207082078,nm,5.35329459459,2.6766472973,463.207082078,4.26482732915
462.785819479,nm,5.35816756757,2.67908378378,462.785819479,4.14104632576
462.365322417,nm,5.36304054054,2.68152027027,462.365322417,4.02134487965
461.945588807,nm,5.36791351351,2.68395675676,461.945588807,3.906351478
461.526616571,nm,5.37278648649,2.68639324324,461.526616571,3.79654657792
461.108403639,nm,5.37765945946,2.68882972973,461.108403639,3.69227652977
460.690947949,nm,5.38253243243,2.69126621622,460.690947949,3.59376919049
460.274247447,nm,5.38740540541,2.6937027027,460.274247447,3.50114978756
459.858300085,nm,5.39227837838,2.69613918919,459.858300085,3.41445599008
459.443103822,nm,5.39715135135,2.69857567568,459.443103822,3.3336514969
459.028656628,nm,5.40202432432,2.70101216216,459.028656628,3.25863774544
458.614956475,nm,5.4068972973,2.70344864865,458.614956475,3.18926357904
458.202001346,nm,5.41177027027,2.70588513514,458.202001346,3.12533289188
457.789789231,nm,5.41664324324,2.70832162162,457.789789231,3.06661041187
457.378318126,nm,5.42151621622,2.71075810811,457.378318126,3.0128258951
456.967586034,nm,5.42638918919,2.71319459459,456.967586034,2.96367710037
456.557590966,nm,5.43126216216,2.71563108108,456.557590966,2.91883199538
456.148330941,nm,5.43613513514,2.71806756757,456.148330941,2.8779307163
455.739803984,nm,5.44100810811,2.72050405405,455.739803984,2.8405878536
455.332008126,nm,5.44588108108,2.72294054054,455.332008126,2.80639565513
454.924941407,nm,5.45075405405,2.72537702703,454.924941407,2.77492870352
454.518601873,nm,5.45562702703,2.72781351351,454.518601873,2.74575051867
454.112987577,nm,5.4605,2.73025,454.112987577,2.7184223409
453.708096579,nm,5.46537297297,2.73268648649,453.708096579,2.69251406499
453.303926947,nm,5.47024594595,2.73512297297,453.303926947,2.66761693682
452.900476754,nm,5.47511891892,2.73755945946,452.900476754,2.64335724033
452.497744081,nm,5.47999189189,2.73999594595,452.497744081,2.61940986113
