x,nm,E_exc_eV,photon_eV,tpa_nm,sigma_GM
407.55850334,nm,6.08424054054,3.04212027027,407.55850334,5.50651531474
407.232343946,nm,6.08911351351,3.04455675676,407.232343946,5.51424049599
406.906706171,nm,6.09398648649,3.04699324324,406.906706171,5.53206433668
406.581588762,nm,6.09885945946,3.04942972973,406.581588762,5.55999078086
406.256990475,nm,6.10373243243,3.05186621622,406.256990475,5.59804419793
405.932910066,nm,6.10860540541,3.0543027027,405.932910066,5.64626720028
405.609346298,nm,6.11347837838,3.05673918919,405.609346298,5.70471698368
405.286297937,nm,6.11835135135,3.05917567568,405.286297937,5.77346004364
404.96376375,nm,6.12322432432,3.06161216216,404.96376375,5.85256506681
404.641742512,nm,6.1280972973,3.06404864865,404.641742512,5.94209374672
404.320233001,nm,6.13297027027,3.06648513514,404.320233001,6.04208923429
403.999233997,nm,6.13784324324,3.06892162162,403.999233997,6.15256190977
403.678744285,nm,6.14271621622,3.07135810811,403.678744285,6.27347216556
403.358762655,nm,6.14758918919,3.07379459459,403.358762655,6.40470993062
403.039287899,nm,6.15246216216,3.07623108108,403.039287899,6.5460707637
402.720318814,nm,6.15733513514,3.07866756757,402.720318814,6.69722851574
402.401854199,nm,6.16220810811,3.08110405405,402.401854199,6.85770483344
402.08389286,nm,6.16708108108,3.08354054054,402.08389286,7.02683616933
401.766433604,nm,6.17195405405,3.08597702703,401.766433604,7.20373949574
401.449475243,nm,6.17682702703,3.08841351351,401.449475243,7.38727859443
401.133016592,nm,6.1817,3.09085,401.133016592,7.57603358935
400.81705647,nm,6.18657297297,3.09328648649,400.81705647,7.7682772465
400.501593701,nm,6.19144594595,3.09572297297,400.501593701,7.96196237254
400.186627111,nm,6.19631891892,3.09815945946,400.186627111,8.15472522773
399.87215553,nm,6.20119189189,3.10059594595,399.87215553,8.34391000422
399.558177792,nm,6.20606486486,3.10303243243,399.558177792,8.52661884621
399.244692735,nm,6.21093783784,3.10546891892,399.244692735,8.69979037337
398.9316992,nm,6.21581081081,3.10790540541,398.9316992,8.86030708656
398.619196032,nm,6.22068378378,3.11034189189,398.619196032,9.00512846781
398.30718208,nm,6.22555675676,3.11277837838,398.30718208,9.13144240376
397.995656196,nm,6.23042972973,3.11521486486,397.995656196,9.23682343826
397.684617234,nm,6.2353027027,3.11765135135,397.684617234,9.31938319069
397.374064056,nm,6.24017567568,3.12008783784,397.374064056,9.3778969759
397.063995522,nm,6.24504864865,3.12252432432,397.063995522,9.41189187842
396.754410501,nm,6.24992162162,3.12496081081,396.754410501,9.42168539105
396.445307861,nm,6.25479459459,3.1273972973,396.445307861,9.40836968782
396.136686477,nm,6.25966756757,3.12983378378,396.136686477,9.37374354861
395.828545225,nm,6.26454054054,3.13227027027,395.828545225,9.32020048673
395.520882985,nm,6.26941351351,3.13470675676,395.520882985,9.25058647262
395.213698642,nm,6.27428648649,3.13714324324,395.213698642,9.16804299099
394.906991083,nm,6.27915945946,3.13957972973,394.906991083,9.07585086572
394.600759198,nm,6.28403243243,3.14201621622,394.600759198,8.97728779116
394.295001883,nm,6.28890540541,3.1444527027,394.295001883,8.87550865973
393.989718034,nm,6.29377837838,3.14688918919,393.989718034,8.77345350611
393.684906553,nm,6.29865135135,3.14932567568,393.684906553,8.67378398416
393.380566344,nm,6.30352432432,3.15176216216,393.380566344,8.57884625448
393.076696315,nm,6.3083972973,3.15419864865,393.076696315,8.4906561841
392.773295378,nm,6.31327027027,3.15663513514,392.773295378,8.41090179642
392.470362446,nm,6.31814324324,3.15907162162,392.470362446,8.34095776203
392.167896439,nm,6.32301621622,3.16150810811,392.167896439,8.28190713588
391.865896277,nm,6.32788918919,3.16394459459,391.865896277,8.23456628158
391.564360885,nm,6.33276216216,3.16638108108,391.564360885,8.19950978917
391.263289191,nm,6.33763513514,3.16881756757,391.263289191,8.17709305833
390.962680126,nm,6.34250810811,3.17125405405,390.962680126,8.16747101502
390.662532624,nm,6.34738108108,3.17369054054,390.662532624,8.17061213187
390.362845624,nm,6.35225405405,3.17612702703,390.362845624,8.18630753738
390.063618065,nm,6.35712702703,3.17856351351,390.063618065,8.21417555148
389.764848894,nm,6.362,3.181,389.764848894,8.25366250247
389.466537057,nm,6.36687297297,3.18343648649,389.466537057,8.30404118512
389.168681504,nm,6.37174594595,3.18587297297,389.168681504,8.3644088176
388.871281191,nm,6.37661891892,3.18830945946,388.871281191,8.43368682442
388.574335073,nm,6.38149189189,3.19074594595,388.574335073,8.51062516158
388.277842111,nm,6.38636486486,3.19318243243,388.277842111,8.59381412052
387.981801269,nm,6.39123783784,3.19561891892,387.981801269,8.68170648106
387.686211514,nm,6.39611081081,3.19805540541,387.686211514,8.77265240324
387.391071814,nm,6.40098378378,3.20049189189,387.391071814,8.86494844951
387.096381143,nm,6.40585675676,3.20292837838,387.096381143,8.95690057838
386.802138478,nm,6.41072972973,3.20536486486,386.802138478,9.04689893746
386.508342797,nm,6.4156027027,3.20780135135,386.508342797,9.13350005209
386.214993082,nm,6.42047567568,3.21023783784,386.214993082,9.21550994898
385.922088319,nm,6.42534864865,3.21267432432,385.922088319,9.29206035343
385.629627496,nm,6.43022162162,3.21511081081,385.629627496,9.36266979824
385.337609605,nm,6.43509459459,3.2175472973,385.337609605,9.42728254346
385.04603364,nm,6.43996756757,3.21998378378,385.04603364,9.48628058566
384.754898599,nm,6.44484054054,3.22242027027,384.754898599,9.54046734941
384.464203483,nm,6.44971351351,3.22485675676,384.464203483,9.59102525764
384.173947294,nm,6.45458648649,3.22729324324,384.173947294,9.63945254482
383.88412904,nm,6.45945945946,3.22972972973,383.88412904,9.68748680551
383.59474773,nm,6.46433243243,3.23216621622,383.59474773,9.73702354616
383.305802378,nm,6.46920540541,3.2346027027,383.305802378,9.79003745734
383.017291997,nm,6.47407837838,3.23703918919,383.017291997,9.84851255955
382.729215608,nm,6.47895135135,3.23947567568,382.729215608,9.9143852621
382.441572231,nm,6.48382432432,3.24191216216,382.441572231,9.98950218311
382.154360891,nm,6.4886972973,3.24434864865,382.154360891,10.0755926752
381.867580615,nm,6.49357027027,3.24678513514,381.867580615,10.1742545969
381.581230434,nm,6.49844324324,3.24922162162,381.581230434,10.2869510231
381.295309381,nm,6.50331621622,3.25165810811,381.295309381,10.4150152461
381.009816491,nm,6.50818918919,3.25409459459,381.009816491,10.5596614655
380.724750805,nm,6.51306216216,3.25653108108,380.724750805,10.7219988721
380.440111362,nm,6.51793513514,3.25896756757,380.440111362,10.9030472679
380.15589721,nm,6.52280810811,3.26140405405,380.15589721,11.1037528488
379.872107394,nm,6.52768108108,3.26384054054,379.872107394,11.3250032356
379.588740965,nm,6.53255405405,3.26627702703,379.588740965,11.5676412268
379.305796977,nm,6.53742702703,3.26871351351,379.305796977,11.8324770498
379.023274485,nm,6.5423,3.27115,379.023274485,12.120299069
378.741172549,nm,6.54717297297,3.27358648649,378.741172549,12.4318829701
378.45949023,nm,6.55204594595,3.27602297297,378.45949023,12.7679993589
378.178226592,nm,6.55691891892,3.27845945946,378.178226592,13.1294194801
377.897380703,nm,6.56179189189,3.28089594595,377.897380703,13.5169183953
377.616951633,nm,6.56666486486,3.28333243243,377.616951633,13.9312744746
377.336938454,nm,6.57153783784,3.28576891892,377.336938454,14.3732635227
377.057340242,nm,6.57641081081,3.28820540541,377.057340242,14.8436453547
376.778156076,nm,6.58128378378,3.29064189189,376.778156076,15.3431402684
376.499385035,nm,6.58615675676,3.29307837838,376.499385035,15.8723927312
376.221026205,nm,6.59102972973,3.29551486486,376.221026205,16.4319197827
375.94307867,nm,6.5959027027,3.29795135135,375.94307867,17.0220421823
375.665541521,nm,6.60077567568,3.30038783784,375.665541521,17.6427971992
375.38841385,nm,6.60564864865,3.30282432432,375.38841385,18.2938330872
375.111694749,nm,6.61052162162,3.30526081081,375.111694749,18.9742866874
374.835383318,nm,6.61539459459,3.3076972973,374.835383318,19.6826472202
374.559478655,nm,6.62026756757,3.31013378378,374.559478655,20.4166112105
374.283979863,nm,6.62514054054,3.31257027027,374.283979863,21.1729356616
374.008886047,nm,6.63001351351,3.31500675676,374.008886047,21.9472991023
373.734196314,nm,6.63488648649,3.31744324324,373.734196314,22.7341828786
373.459909776,nm,6.63975945946,3.31987972973,373.459909776,23.5267878076
373.186025545,nm,6.64463243243,3.32231621622,373.186025545,24.3170035735
372.912542736,nm,6.64950540541,3.3247527027,372.912542736,25.095449281
372.639460467,nm,6.65437837838,3.32718918919,372.639460467,25.8516024917
372.36677786,nm,6.65925135135,3.32962567568,372.36677786,26.5740299278
372.094494038,nm,6.66412432432,3.33206216216,372.094494038,27.2507251892
371.822608126,nm,6.6689972973,3.33449864865,371.822608126,27.8695472814
371.551119252,nm,6.67387027027,3.33693513514,371.551119252,28.4187394472
371.280026549,nm,6.67874324324,3.33937162162,371.280026549,28.8874928139
371.009329148,nm,6.68361621622,3.34180810811,371.009329148,29.2665067539
370.739026187,nm,6.68848918919,3.34424459459,370.739026187,29.5484909583
370.469116804,nm,6.69336216216,3.34668108108,370.469116804,29.7285557766
370.199600139,nm,6.69823513514,3.34911756757,370.199600139,29.8044484036
369.930475336,nm,6.70310810811,3.35155405405,369.930475336,29.776611657
369.661741542,nm,6.70798108108,3.35399054054,369.661741542,29.6480657478
369.393397904,nm,6.71285405405,3.35642702703,369.393397904,29.4241365479
369.125443575,nm,6.71772702703,3.35886351351,369.125443575,29.1120714677
368.857877706,nm,6.7226,3.3613,368.857877706,28.7205928245
368.590699454,nm,6.72747297297,3.36373648649,368.590699454,28.2594376776
368.323907977,nm,6.73234594595,3.36617297297,368.323907977,27.738924252
368.057502436,nm,6.73721891892,3.36860945946,368.057502436,27.1695716777
367.791481995,nm,6.74209189189,3.37104594595,367.791481995,26.5617857161
367.525845818,nm,6.74696486486,3.37348243243,367.525845818,25.9256115695
367.260593074,nm,6.75183783784,3.37591891892,367.260593074,25.2705474505
366.995722933,nm,6.75671081081,3.37835540541,366.995722933,24.6054094658
366.731234568,nm,6.76158378378,3.38079189189,366.731234568,23.9382385199
366.467127155,nm,6.76645675676,3.38322837838,366.467127155,23.2762418422
366.203399869,nm,6.77132972973,3.38566486486,366.203399869,22.6257639837
365.940051893,nm,6.7762027027,3.38810135135,365.940051893,21.9922837756
365.677082407,nm,6.78107567568,3.39053783784,365.677082407,21.3804344643
365.414490597,nm,6.78594864865,3.39297432432,365.414490597,20.7940441365
365.152275649,nm,6.79082162162,3.39541081081,365.152275649,20.2361930023
364.890436753,nm,6.79569459459,3.3978472973,364.890436753,19.7092834789
364.628973101,nm,6.80056756757,3.40028378378,364.628973101,19.2151186279
364.367883885,nm,6.80544054054,3.40272027027,364.367883885,18.754984464
364.107168303,nm,6.81031351351,3.40515675676,364.107168303,18.3297319995
363.846825554,nm,6.81518648649,3.40759324324,363.846825554,17.9398555291
363.586854837,nm,6.82005945946,3.41002972973,363.586854837,17.5855644763
363.327255356,nm,6.82493243243,3.41246621622,363.327255356,17.2668469897
363.068026316,nm,6.82980540541,3.4149027027,363.068026316,16.9835242926
362.809166926,nm,6.83467837838,3.41733918919,362.809166926,16.7352954603
362.550676394,nm,6.83955135135,3.41977567568,362.550676394,16.5217728009
362.292553933,nm,6.84442432432,3.42221216216,362.292553933,16.3425083244
362.034798758,nm,6.8492972973,3.42464864865,362.034798758,16.1970119234
361.777410086,nm,6.85417027027,3.42708513514,361.777410086,16.0847618986
361.520387134,nm,6.85904324324,3.42952162162,361.520387134,16.0052083884
361.263729124,nm,6.86391621622,3.43195810811,361.263729124,15.9577701556
361.007435279,nm,6.86878918919,3.43439459459,361.007435279,15.9418250923
360.751504826,nm,6.87366216216,3.43683108108,360.751504826,15.9566947652
360.495936991,nm,6.87853513514,3.43926756757,360.495936991,16.001623376
360.240731004,nm,6.88340810811,3.44170405405,360.240731004,16.0757516759
359.985886098,nm,6.88828108108,3.44414054054,359.985886098,16.1780866857
359.731401506,nm,6.89315405405,3.44657702703,359.731401506,16.3074685368
359.477276466,nm,6.89802702703,3.44901351351,359.477276466,16.4625363864
359.223510215,nm,6.9029,3.45145,359.223510215,16.6416961317
358.970101995,nm,6.90777297297,3.45388648649,358.970101995,16.8430935211
358.717051047,nm,6.91264594595,3.45632297297,358.717051047,17.064597113
358.464356618,nm,6.91751891892,3.45875945946,358.464356618,17.3037962039
358.212017954,nm,6.92239189189,3.46119594595,358.212017954,17.5580191028
357.960034305,nm,6.92726486486,3.46363243243,357.960034305,17.8243766999
357.708404921,nm,6.93213783784,3.46606891892,357.708404921,18.0998348934
357.457129056,nm,6.93701081081,3.46850540541,357.457129056,18.3813169263
357.206205966,nm,6.94188378378,3.47094189189,357.206205966,18.6658330667
356.955634909,nm,6.94675675676,3.47337837838,356.955634909,18.9506306427
356.705415143,nm,6.95162972973,3.47581486486,356.705415143,19.233352865
356.455545931,nm,6.9565027027,3.47825135135,356.455545931,19.5121910408
356.206026537,nm,6.96137567568,3.48068783784,356.206026537,19.7860127224
355.956856226,nm,6.96624864865,3.48312432432,355.956856226,20.0544488379
355.708034267,nm,6.97112162162,3.48556081081,355.708034267,20.3179262453
355.459559929,nm,6.97599459459,3.4879972973,355.459559929,20.5776380691
355.211432485,nm,6.98086756757,3.49043378378,355.211432485,20.8354515824
354.963651208,nm,6.98574054054,3.49287027027,354.963651208,21.0937608733
354.716215375,nm,6.99061351351,3.49530675676,354.716215375,21.3552976571
354.469124264,nm,6.99548648649,3.49774324324,354.469124264,21.6229173897
354.222377154,nm,7.00035945946,3.50017972973,354.222377154,21.8993789668
353.975973329,nm,7.00523243243,3.50261621622,353.975973329,22.1871351232
353.729912071,nm,7.01010540541,3.5050527027,353.729912071,22.4881479644
353.484192668,nm,7.01497837838,3.50748918919,353.484192668,22.8037408218
353.238814407,nm,7.01985135135,3.50992567568,353.238814407,23.1344945721
352.993776578,nm,7.02472432432,3.51236216216,352.993776578,23.4801941155
352.749078474,nm,7.0295972973,3.51479864865,352.749078474,23.8398288233
352.504719388,nm,7.03447027027,3.51723513514,352.504719388,24.211649071
352.260698616,nm,7.03934324324,3.51967162162,352.260698616,24.593278881
352.017015457,nm,7.04421621622,3.52210810811,352.017015457,24.9818816678
351.773669209,nm,7.04908918919,3.52454459459,351.773669209,25.3743717899
351.530659176,nm,7.05396216216,3.52698108108,351.530659176,25.7676592215
351.287984659,nm,7.05883513514,3.52941756757,351.287984659,26.1589088514
351.045644966,nm,7.06370810811,3.53185405405,351.045644966,26.5457908881
350.803639404,nm,7.06858108108,3.53429054054,350.803639404,26.9266960328
350.561967281,nm,7.07345405405,3.53672702703,350.561967281,27.3008897563
350.320627911,nm,7.07832702703,3.53916351351,350.320627911,27.6685848229
350.079620604,nm,7.0832,3.5416,350.079620604,28.0309198389
349.838944678,nm,7.08807297297,3.54403648649,349.838944678,28.3898427426
349.598599448,nm,7.09294594595,3.54647297297,349.598599448,28.7479097961
349.358584234,nm,7.09781891892,3.54890945946,349.358584234,29.1080206445
349.118898357,nm,7.10269189189,3.55134594595,349.118898357,29.473116728
348.879541138,nm,7.10756486486,3.55378243243,348.879541138,29.8458729843
348.640511903,nm,7.11243783784,3.55621891892,348.640511903,30.2284115396
348.401809978,nm,7.11731081081,3.55865540541,348.401809978,30.6220618022
348.163434691,nm,7.12218378378,3.56109189189,348.163434691,31.0271851632
347.925385372,nm,7.12705675676,3.56352837838,347.925385372,31.443075367
347.687661353,nm,7.13192972973,3.56596486486,347.687661353,31.8679381843
347.450261967,nm,7.1368027027,3.56840135135,347.450261967,32.2989466446
347.213186551,nm,7.14167567568,3.57083783784,347.213186551,32.7323609911
346.976434441,nm,7.14654864865,3.57327432432,346.976434441,33.1636960901
346.740004976,nm,7.15142162162,3.57571081081,346.740004976,33.5879139941
346.503897497,nm,7.15629459459,3.5781472973,346.503897497,33.9996168014
346.268111347,nm,7.16116756757,3.58058378378,346.268111347,34.3932160046
346.032645871,nm,7.16604054054,3.58302027027,346.032645871,34.7630599454
345.797500415,nm,7.17091351351,3.58545675676,345.797500415,35.103510657
345.562674326,nm,7.17578648649,3.58789324324,345.562674326,35.4089739615
345.328166955,nm,7.18065945946,3.59032972973,345.328166955,35.6738997401
345.093977653,nm,7.18553243243,3.59276621622,345.093977653,35.8927797114
344.860105774,nm,7.19040540541,3.5952027027,344.860105774,36.0601748866
344.626550672,nm,7.19527837838,3.59763918919,344.626550672,36.1708021718
344.393311704,nm,7.20015135135,3.60007567568,344.393311704,36.2196990672
344.16038823,nm,7.20502432432,3.60251216216,344.16038823,36.2024686815
343.927779608,nm,7.2098972973,3.60494864865,343.927779608,36.1155876465
343.695485202,nm,7.21477027027,3.60738513514,343.695485202,35.9567413011
343.463504375,nm,7.21964324324,3.60982162162,343.463504375,35.7251380942
343.231836493,nm,7.22451621622,3.61225810811,343.231836493,35.4217518031
343.000480922,nm,7.22938918919,3.61469459459,343.000480922,35.0494471549
342.769437032,nm,7.23426216216,3.61713108108,342.769437032,34.6129605073
342.538704193,nm,7.23913513514,3.61956756757,342.538704193,34.1187289195
342.308281777,nm,7.24400810811,3.62200405405,342.308281777,33.5745834181
342.078169159,nm,7.24888108108,3.62444054054,342.078169159,32.9893408335
341.848365713,nm,7.25375405405,3.62687702703,341.848365713,32.372339897
341.618870818,nm,7.25862702703,3.62931351351,341.618870818,31.7329701015
341.389683853,nm,7.2635,3.63175,341.389683853,31.0802370112
341.160804197,nm,7.26837297297,3.63418648649,341.160804197,30.4223975987
340.932231234,nm,7.27324594595,3.63662297297,340.932231234,29.7666866645
340.703964347,nm,7.27811891892,3.63905945946,340.703964347,29.1191430362
340.476002922,nm,7.28299189189,3.64149594595,340.476002922,28.4845337752
340.248346346,nm,7.28786486486,3.64393243243,340.248346346,27.8663668306
340.020994008,nm,7.29273783784,3.64636891892,340.020994008,27.2669774782
339.793945299,nm,7.29761081081,3.64880540541,339.793945299,26.6876710277
339.567199611,nm,7.30248378378,3.65124189189,339.567199611,26.1289031188
339.340756337,nm,7.30735675676,3.65367837838,339.340756337,25.5904790171
339.114614874,nm,7.31222972973,3.65611486486,339.114614874,25.0717543904
338.888774617,nm,7.3171027027,3.65855135135,338.888774617,24.5718220137
338.663234966,nm,7.32197567568,3.66098783784,338.663234966,24.0896716701
338.43799532,nm,7.32684864865,3.66342432432,338.43799532,23.6243141046
338.213055083,nm,7.33172162162,3.66586081081,338.213055083,23.1748640598
337.988413656,nm,7.33659459459,3.6682972973,337.988413656,22.7405818717
337.764070445,nm,7.34146756757,3.67073378378,337.764070445,22.320877427
337.540024857,nm,7.34634054054,3.67317027027,337.540024857,21.9152840574
337.3162763,nm,7.35121351351,3.67560675676,337.3162763,21.5234127582
337.092824183,nm,7.35608648649,3.67804324324,337.092824183,21.1448986323
336.869667918,nm,7.36095945946,3.68047972973,336.869667918,20.7793514646
336.646806917,nm,7.36583243243,3.68291621622,336.646806917,20.4263207865
336.424240595,nm,7.37070540541,3.6853527027,336.424240595,20.0852828533
336.201968368,nm,7.37557837838,3.68778918919,336.201968368,19.7556529953
335.979989653,nm,7.38045135135,3.69022567568,335.979989653,19.4368223558
335.75830387,nm,7.38532432432,3.69266216216,335.75830387,19.1282137684
335.536910438,nm,7.3901972973,3.69509864865,335.536910438,18.8293481331
335.31580878,nm,7.39507027027,3.69753513514,335.31580878,18.5399107467
335.09499832,nm,7.39994324324,3.69997162162,335.09499832,18.2598069754
334.874478482,nm,7.40481621622,3.70240810811,334.874478482,17.9891984723
334.654248694,nm,7.40968918919,3.70484459459,334.654248694,17.7285144544
334.434308383,nm,7.41456216216,3.70728108108,334.434308383,17.4784366782
334.214656979,nm,7.41943513514,3.70971756757,334.214656979,17.2398608291
333.995293912,nm,7.42430810811,3.71215405405,333.995293912,17.0138402725
333.776218617,nm,7.42918108108,3.71459054054,333.776218617,16.80151999
333.557430526,nm,7.43405405405,3.71702702703,333.557430526,16.6040688755
333.338929076,nm,7.43892702703,3.71946351351,333.338929076,16.4226176061
333.120713703,nm,7.4438,3.7219,333.120713703,16.2582074506
332.902783846,nm,7.44867297297,3.72433648649,332.902783846,16.1117531339
332.685138946,nm,7.45354594595,3.72677297297,332.685138946,15.9840206647
332.467778442,nm,7.45841891892,3.72920945946,332.467778442,15.8756191328
332.250701779,nm,7.46329189189,3.73164594595,332.250701779,15.7870040074
332.033908401,nm,7.46816486486,3.73408243243,332.033908401,15.7184884379
331.817397753,nm,7.47303783784,3.73651891892,331.817397753,15.6702584456
331.601169284,nm,7.47791081081,3.73895540541,331.601169284,15.6423876616
331.385222441,nm,7.48278378378,3.74139189189,331.385222441,15.6348474316
331.169556674,nm,7.48765675676,3.74382837838,331.169556674,15.6475086785
330.954171436,nm,7.49252972973,3.74626486486,330.954171436,15.6801328867
330.73906618,nm,7.4974027027,3.74870135135,330.73906618,15.7323508927
330.524240359,nm,7.50227567568,3.75113783784,330.524240359,15.8036297158
330.309693429,nm,7.50714864865,3.75357432432,330.309693429,15.8932292778
330.095424849,nm,7.51202162162,3.75601081081,330.095424849,16.0001523732
329.881434076,nm,7.51689459459,3.7584472973,329.881434076,16.1230925329
329.667720571,nm,7.52176756757,3.76088378378,329.667720571,16.2603853847
329.454283795,nm,7.52664054054,3.76332027027,329.454283795,16.4099697261
329.24112321,nm,7.53151351351,3.76575675676,329.24112321,16.5693647494
329.028238282,nm,7.53638648649,3.76819324324,329.028238282,16.7356696611
328.815628476,nm,7.54125945946,3.77062972973,328.815628476,16.9055912217
328.603293259,nm,7.54613243243,3.77306621622,328.603293259,17.0755033829
328.391232099,nm,7.55100540541,3.7755027027,328.391232099,17.2415411147
328.179444465,nm,7.55587837838,3.77793918919,328.179444465,17.3997276681
327.96792983,nm,7.56075135135,3.78037567568,327.96792983,17.5461310062
327.756687666,nm,7.56562432432,3.78281216216,327.756687666,17.6770412646
327.545717446,nm,7.5704972973,3.78524864865,327.545717446,17.7891573375
327.335018645,nm,7.57537027027,3.78768513514,327.335018645,17.8797676658
327.124590741,nm,7.58024324324,3.79012162162,327.124590741,17.9469086918
326.914433211,nm,7.58511621622,3.79255810811,326.914433211,17.9894848116
326.704545534,nm,7.58998918919,3.79499459459,326.704545534,18.0073362869
326.494927191,nm,7.59486216216,3.79743108108,326.494927191,18.001246362
326.285577664,nm,7.59973513514,3.79986756757,326.285577664,17.972885175
326.076496436,nm,7.60460810811,3.80230405405,326.076496436,17.9246949892
325.867682992,nm,7.60948108108,3.80474054054,325.867682992,17.8597276415
325.659136817,nm,7.61435405405,3.80717702703,325.659136817,17.7814498423
325.450857399,nm,7.61922702703,3.80961351351,325.450857399,17.6935343917
325.242844226,nm,7.6241,3.81205,325.242844226,17.5996553156
325.035096788,nm,7.62897297297,3.81448648649,325.035096788,17.5033027366
324.827614576,nm,7.63384594595,3.81692297297,324.827614576,17.4076296903
324.620397083,nm,7.63871891892,3.81935945946,324.620397083,17.3153389014
324.413443802,nm,7.64359189189,3.82179594595,324.413443802,17.2286134676
324.206754228,nm,7.64846486486,3.82423243243,324.206754228,17.1490919053
324.000327858,nm,7.65333783784,3.82666891892,324.000327858,17.0778852395
323.794164188,nm,7.65821081081,3.82910540541,323.794164188,17.0156316675
323.588262719,nm,7.66308378378,3.83154189189,323.588262719,16.9625825795
323.38262295,nm,7.66795675676,3.83397837838,323.38262295,16.9187121969
323.177244382,nm,7.67282972973,3.83641486486,323.177244382,16.8838417292
322.972126518,nm,7.6777027027,3.83885135135,322.972126518,16.8577678945
322.767268862,nm,7.68257567568,3.84128783784,322.767268862,16.840385177
322.562670919,nm,7.68744864865,3.84372432432,322.562670919,16.8317916308
322.358332196,nm,7.69232162162,3.84616081081,322.358332196,16.8323696012
322.154252201,nm,7.69719459459,3.8485972973,322.154252201,16.8428354159
321.950430441,nm,7.70206756757,3.85103378378,321.950430441,16.8642555831
321.746866428,nm,7.70694054054,3.85347027027,321.746866428,16.8980307756
321.543559672,nm,7.71181351351,3.85590675676,321.543559672,16.945852229
321.340509687,nm,7.71668648649,3.85834324324,321.340509687,17.0096375564
321.137715986,nm,7.72155945946,3.86077972973,321.137715986,17.091454059
320.935178085,nm,7.72643243243,3.86321621622,320.935178085,17.1934373449
320.732895499,nm,7.73130540541,3.8656527027,320.732895499,17.3177117215
320.530867747,nm,7.73617837838,3.86808918919,320.530867747,17.4663168096
320.329094346,nm,7.74105135135,3.87052567568,320.329094346,17.6411426142
320.127574817,nm,7.74592432432,3.87296216216,320.127574817,17.8438732785
319.926308682,nm,7.7507972973,3.87539864865,319.926308682,18.0759382144
319.725295461,nm,7.75567027027,3.87783513514,319.725295461,18.3384683807
319.52453468,nm,7.76054324324,3.88027162162,319.52453468,18.6322551913
319.324025863,nm,7.76541621622,3.88270810811,319.324025863,18.957709822
319.123768535,nm,7.77028918919,3.88514459459,319.123768535,19.3148214618
318.923762225,nm,7.77516216216,3.88758108108,318.923762225,19.7031142385
318.724006459,nm,7.78003513514,3.89001756757,318.724006459,20.1216040325
318.524500769,nm,7.78490810811,3.89245405405,318.524500769,20.5687580889
318.325244683,nm,7.78978108108,3.89489054054,318.325244683,21.0424620984
318.126237735,nm,7.79465405405,3.89732702703,318.126237735,21.5400010541
317.927479458,nm,7.79952702703,3.89976351351,317.927479458,22.058061413
317.728969384,nm,7.8044,3.9022,317.728969384,22.5927625415
317.530707051,nm,7.80927297297,3.90463648649,317.530707051,23.1397246846
317.332691994,nm,7.81414594595,3.90707297297,317.332691994,23.6941783957
317.134923752,nm,7.81901891892,3.90950945946,317.134923752,24.2511162913
316.937401862,nm,7.82389189189,3.91194594595,316.937401862,24.8054822869
316.740125865,nm,7.82876486486,3.91438243243,316.740125865,25.3523867269
316.543095302,nm,7.83363783784,3.91681891892,316.543095302,25.8873291673
316.346309715,nm,7.83851081081,3.91925540541,316.346309715,26.4064054922
316.149768648,nm,7.84338378378,3.92169189189,316.149768648,26.9064740951
315.953471646,nm,7.84825675676,3.92412837838,315.953471646,27.3852581499
315.757418253,nm,7.85312972973,3.92656486486,315.757418253,27.8413677672
315.561608017,nm,7.8580027027,3.92900135135,315.561608017,28.2742361941
315.366040485,nm,7.86287567568,3.93143783784,315.366040485,28.6839762625
315.170715207,nm,7.86774864865,3.93387432432,315.170715207,29.0711746164
314.975631733,nm,7.87262162162,3.93631081081,314.975631733,29.4366496101
314.780789614,nm,7.87749459459,3.9387472973,314.780789614,29.7812027456
314.586188402,nm,7.88236756757,3.94118378378,314.586188402,30.1053928276
314.391827651,nm,7.88724054054,3.94362027027,314.391827651,30.4093574342
314.197706916,nm,7.89211351351,3.94605675676,314.197706916,30.6926992519
314.003825751,nm,7.89698648649,3.94849324324,314.003825751,30.9544468281
313.810183715,nm,7.90185945946,3.95092972973,313.810183715,31.1930915172
313.616780365,nm,7.90673243243,3.95336621622,313.616780365,31.4066954336
313.423615259,nm,7.91160540541,3.9558027027,313.423615259,31.593059154
313.230687958,nm,7.91647837838,3.95823918919,313.230687958,31.7499325777
313.037998023,nm,7.92135135135,3.96067567568,313.037998023,31.8752477028
312.845545016,nm,7.92622432432,3.96311216216,312.845545016,31.9673484142
312.653328501,nm,7.9310972973,3.96554864865,312.653328501,32.0251904736
312.461348041,nm,7.93597027027,3.96798513514,312.461348041,32.0484857291
312.269603203,nm,7.94084324324,3.97042162162,312.269603203,32.0377689812
312.078093552,nm,7.94571621622,3.97285810811,312.078093552,31.9943741833
311.886818657,nm,7.95058918919,3.97529459459,311.886818657,31.9203180259
311.695778085,nm,7.95546216216,3.97773108108,311.695778085,31.8181018259
311.504971407,nm,7.96033513514,3.98016756757,311.504971407,31.690454808
311.314398194,nm,7.96520810811,3.98260405405,311.314398194,31.5400510995
311.124058016,nm,7.97008108108,3.98504054054,311.124058016,31.3692374384
310.933950447,nm,7.97495405405,3.98747702703,310.933950447,31.179808004
